time,positionX,positionY,velocityX,velocityY
12.61,93.5014,4.02746,3.50808,0.298054
12.62,93.5365,4.02946,3.50579,0.200046
12.63,93.5716,4.03048,3.50351,0.102044
12.64,93.6066,4.03052,3.50122,0.0040443
12.65,93.6416,4.02958,3.49894,-0.0939541
12.66,93.6766,4.02766,3.49667,-0.191947
12.67,93.7116,4.02476,3.49439,-0.289932
12.68,93.7465,4.02088,3.49212,-0.387904
12.69,93.7814,4.01602,3.48985,-0.48586
12.7,93.8163,4.01018,3.48759,-0.583796
12.71,93.8512,4.00337,3.48533,-0.68171
12.72,93.8861,3.99557,3.48307,-0.779597
12.73,93.9209,3.98679,3.48081,-0.877453
12.74,93.9557,3.97704,3.47856,-0.975276
12.75,93.9905,3.96631,3.47631,-1.07306
12.76,94.0253,3.9546,3.47406,-1.17081
12.77,94.06,3.94191,3.47181,-1.26851
12.78,94.0947,3.92824,3.46957,-1.36616
12.79,94.1294,3.9136,3.46733,-1.46376
12.8,94.1641,3.89798,3.4651,-1.56131
12.81,94.1987,3.88139,3.46286,-1.6588
12.82,94.2334,3.86382,3.46063,-1.75622
12.83,94.268,3.84528,3.4584,-1.85358
12.84,94.3026,3.82576,3.45618,-1.95087
12.85,94.3371,3.80528,3.45396,-2.04809
12.86,94.3717,3.78381,3.45174,-2.14524
12.87,94.4062,3.76138,3.44952,-2.2423
12.88,94.4407,3.73798,3.44731,-2.33928
12.89,94.4751,3.71361,3.4451,-2.43618
12.9,94.5096,3.68826,3.44289,-2.53298
12.91,94.544,3.66195,3.44069,-2.62969
12.92,94.5784,3.63468,3.43848,-2.72631
12.93,94.6128,3.60643,3.43629,-2.82283
12.94,94.6472,3.57723,3.43409,-2.91924
12.95,94.6815,3.54705,3.4319,-3.01555
12.96,94.7158,3.51592,3.42971,-3.11174
12.97,94.7501,3.48382,3.42752,-3.20783
12.98,94.7844,3.45076,3.42533,-3.3038
12.99,94.8187,3.41674,3.42315,-3.39964
13,94.8529,3.38177,3.42097,-3.49537
13.01,94.8871,3.34583,3.41879,-3.59097
13.02,94.9213,3.30895,3.41662,-3.68643
13.03,94.9555,3.2711,3.41445,-3.78177
13.04,94.9896,3.2323,3.41228,-3.87697
13.05,95.0237,3.19255,3.41011,-3.97203
13.06,95.0578,3.15185,3.40795,-4.06695
13.07,95.0919,3.1102,3.40579,-4.16172
13.08,95.126,3.06761,3.40363,-4.25635
13.09,95.16,3.02406,3.40148,-4.35082
13.1,95.194,2.97957,3.39933,-4.44514
13.11,95.228,2.93414,3.39718,-4.5393
13.12,95.262,2.88777,3.39503,-4.6333
13.13,95.2959,2.84046,3.39289,-4.72714
13.14,95.3299,2.79221,3.39075,-4.82081
13.15,95.3638,2.74302,3.38861,-4.91431
13.16,95.3977,2.69289,3.38647,-5.00764
13.17,95.4315,2.64184,3.38434,-5.10079
13.18,95.4654,2.58985,3.38221,-5.19376
13.19,95.4992,2.53693,3.38008,-5.28655
13.2,95.533,2.48309,3.37796,-5.37916
13.21,95.5668,2.42832,3.37583,-5.47158
13.22,95.6005,2.37262,3.37371,-5.56381
13.23,95.6343,2.316,3.3716,-5.65585
13.24,95.668,2.25846,3.36948,-5.74769
13.25,95.7017,2.20001,3.36737,-5.83933
13.26,95.7353,2.14063,3.36526,-5.93078
13.27,95.769,2.08035,3.36315,-6.02202
13.28,95.8026,2.01915,3.36105,-6.11305
13.29,95.8362,1.95703,3.35895,-6.20387
13.3,95.8698,1.89402,3.35685,-6.29449
13.31,95.9034,1.83009,3.35475,-6.38489
13.32,95.937,1.76526,3.35266,-6.47507
13.33,95.9705,1.69953,3.35057,-6.56503
13.34,96.004,1.6329,3.34848,-6.65477
13.35,96.0375,1.56537,3.3464,-6.74429
13.36,96.0709,1.49695,3.34431,-6.83359
13.37,96.1044,1.42763,3.34223,-6.92265
13.38,96.1378,1.35743,3.34016,-7.01148
13.39,96.1712,1.28633,3.33808,-7.10008
13.4,96.2046,1.21435,3.33601,-7.18844
13.41,96.2379,1.14149,3.33394,-7.27657
13.42,96.2713,1.06774,3.33187,-7.36445
13.43,96.3046,0.993118,3.32981,-7.45209
13.44,96.3379,0.917617,3.32774,-7.53949
13.45,96.3712,0.841242,3.32568,-7.62664
13.46,96.4044,0.763996,3.32363,-7.71354
13.47,96.4377,0.68588,3.32157,-7.80019
13.48,96.4709,0.606898,3.31952,-7.88659
13.49,96.5041,0.527053,3.31747,-7.97273
13.5,96.5373,0.446345,3.31542,-8.05862
13.51,96.5704,0.364779,3.31338,-8.14424
13.52,96.6035,0.282357,3.31134,-8.22961
13.53,96.6367,0.199081,3.3093,-8.31471
13.54,96.6697,0.114954,3.30726,-8.39954
13.55,96.7028,0.0299781,3.30523,-8.48411
13.56,96.7359,0,3.30319,7.28315
13.57,96.7689,0.0718515,3.30117,7.17555
13.58,96.8019,0.142627,3.29914,7.06823
13.59,96.8349,0.212329,3.29711,6.96119
13.6,96.8679,0.280961,3.29509,6.85443
13.61,96.9008,0.348526,3.29307,6.74794
13.62,96.9338,0.415025,3.29105,6.64172
13.63,96.9667,0.480462,3.28904,6.53575
13.64,96.9996,0.54484,3.28703,6.43004
13.65,97.0324,0.60816,3.28502,6.32459
13.66,97.0653,0.670426,3.28301,6.21938
13.67,97.0981,0.73164,3.28101,6.11441
13.68,97.1309,0.791804,3.279,6.00967
13.69,97.1637,0.850921,3.277,5.90517
13.7,97.1965,0.908992,3.27501,5.8009
13.71,97.2292,0.966021,3.27301,5.69685
13.72,97.262,1.02201,3.27102,5.59302
13.73,97.2947,1.07696,3.26903,5.4894
13.74,97.3274,1.13087,3.26704,5.386
13.75,97.36,1.18375,3.26506,5.2828
13.76,97.3927,1.2356,3.26307,5.1798
13.77,97.4253,1.28642,3.26109,5.07699
13.78,97.4579,1.33621,3.25912,4.97438
13.79,97.4905,1.38497,3.25714,4.87196
13.8,97.5231,1.43271,3.25517,4.76972
13.81,97.5556,1.47943,3.2532,4.66766
13.82,97.5882,1.52513,3.25123,4.56578
13.83,97.6207,1.5698,3.24926,4.46406
13.84,97.6532,1.61347,3.2473,4.36252
13.85,97.6856,1.65611,3.24534,4.26114
13.86,97.7181,1.69774,3.24338,4.15991
13.87,97.7505,1.73836,3.24142,4.05884
13.88,97.7829,1.77797,3.23947,3.95792
13.89,97.8153,1.81657,3.23751,3.85715
13.9,97.8477,1.85416,3.23556,3.75653
13.91,97.8801,1.89075,3.23362,3.65604
13.92,97.9124,1.92633,3.23167,3.55568
13.93,97.9447,1.9609,3.22973,3.45546
13.94,97.977,1.99448,3.22779,3.35536
13.95,98.0093,2.02705,3.22585,3.25539
13.96,98.0416,2.05862,3.22392,3.15553
13.97,98.0738,2.0892,3.22198,3.05579
13.98,98.106,2.11878,3.22005,2.95617
13.99,98.1382,2.14736,3.21812,2.85665
14,98.1704,2.17495,3.2162,2.75723
14.01,98.2026,2.20154,3.21427,2.65792
14.02,98.2347,2.22714,3.21235,2.5587
14.03,98.2668,2.25174,3.21043,2.45957
14.04,98.2989,2.27536,3.20852,2.36053
14.05,98.331,2.29799,3.2066,2.26158
14.06,98.3631,2.31962,3.20469,2.16271
14.07,98.3951,2.34027,3.20278,2.06392
14.08,98.4272,2.35993,3.20087,1.9652
14.09,98.4592,2.3786,3.19896,1.86655
14.1,98.4912,2.39629,3.19706,1.76797
14.11,98.5231,2.41299,3.19516,1.66945
14.12,98.5551,2.4287,3.19326,1.57099
14.13,98.587,2.44343,3.19136,1.47259
14.14,98.6189,2.45718,3.18947,1.37424
14.15,98.6508,2.46994,3.18758,1.27593
14.16,98.6827,2.48172,3.18569,1.17768
14.17,98.7146,2.49251,3.1838,1.07946
14.18,98.7464,2.50233,3.18191,0.981279
14.19,98.7782,2.51116,3.18003,0.883134
14.2,98.81,2.51901,3.17815,0.785019
14.21,98.8418,2.52588,3.17627,0.686932
14.22,98.8736,2.53177,3.1744,0.588867
14.23,98.9053,2.53668,3.17252,0.490822
14.24,98.937,2.54061,3.17065,0.392793
14.25,98.9687,2.54356,3.16878,0.294777
14.26,99.0004,2.54552,3.16691,0.19677
14.27,99.0321,2.54651,3.16505,0.0987683
14.28,99.0637,2.54652,3.16318,0.000768312
14.29,99.0954,2.54555,3.16132,-0.0972299
14.3,99.127,2.5436,3.15946,-0.195223
14.31,99.1586,2.54066,3.15761,-0.293207
14.32,99.1902,2.53675,3.15575,-0.391178
14.33,99.2217,2.53186,3.1539,-0.489134
14.34,99.2533,2.52599,3.15205,-0.58707
14.35,99.2848,2.51914,3.1502,-0.684982
14.36,99.3163,2.51131,3.14836,-0.782868
14.37,99.3478,2.5025,3.14651,-0.880724
14.38,99.3792,2.49271,3.14467,-0.978546
14.39,99.4107,2.48195,3.14283,-1.07633
14.4,99.4421,2.4702,3.14099,-1.17407
14.41,99.4735,2.45748,3.13916,-1.27177
14.42,99.5049,2.44378,3.13733,-1.36942
14.43,99.5363,2.42911,3.13549,-1.46702
14.44,99.5676,2.41346,3.13367,-1.56457
14.45,99.599,2.39683,3.13184,-1.66205
14.46,99.6303,2.37923,3.13002,-1.75948
14.47,99.6616,2.36066,3.12819,-1.85684
14.48,99.6929,2.34111,3.12637,-1.95412
14.49,99.7241,2.32059,3.12455,-2.05134
14.5,99.7554,2.2991,3.12274,-2.14848
14.51,99.7866,2.27663,3.12093,-2.24554
14.52,99.8178,2.2532,3.11911,-2.34252
14.53,99.849,2.22879,3.1173,-2.43941
14.54,99.8802,2.20342,3.1155,-2.53622
14.55,99.9113,2.17707,3.11369,-2.63293
14.56,99.9425,2.14976,3.11189,-2.72954
14.57,99.9736,2.12149,3.11009,-2.82605
14.58,100.005,2.09225,3.10829,-2.92246
14.59,100.036,2.06204,3.10649,-3.01876
14.6,100.067,2.03088,3.1047,-3.11496
14.61,100.098,1.99875,3.1029,-3.21104
14.62,100.129,1.96566,3.10111,-3.307
14.63,100.16,1.93161,3.09932,-3.40284
14.64,100.191,1.8966,3.09754,-3.49856
14.65,100.222,1.86063,3.09575,-3.59416
14.66,100.253,1.82371,3.09397,-3.68962
14.67,100.284,1.78583,3.09219,-3.78496
14.68,100.315,1.74701,3.09041,-3.88015
14.69,100.346,1.70722,3.08863,-3.97521
14.7,100.376,1.66649,3.08686,-4.07012
14.71,100.407,1.62481,3.08509,-4.16489
14.72,100.438,1.58218,3.08332,-4.25951
14.73,100.469,1.53861,3.08155,-4.35398
14.74,100.5,1.49409,3.07978,-4.44829
14.75,100.531,1.44862,3.07802,-4.54245
14.76,100.561,1.40222,3.07626,-4.63644
14.77,100.592,1.35487,3.0745,-4.73027
14.78,100.623,1.30659,3.07274,-4.82394
14.79,100.654,1.25737,3.07098,-4.91743
14.8,100.684,1.20722,3.06923,-5.01075
14.81,100.715,1.15613,3.06748,-5.1039
14.82,100.746,1.10411,3.06572,-5.19686
14.83,100.776,1.05116,3.06398,-5.28965
14.84,100.807,0.997287,3.06223,-5.38225
14.85,100.838,0.942484,3.06049,-5.47466
14.86,100.868,0.886758,3.05874,-5.56689
14.87,100.899,0.830109,3.057,-5.65892
14.88,100.929,0.772539,3.05527,-5.75075
14.89,100.96,0.714052,3.05353,-5.84239
14.9,100.991,0.654648,3.0518,-5.93383
14.91,101.021,0.59433,3.05006,-6.02506
14.92,101.052,0.533099,3.04833,-6.11609
14.93,101.082,0.470958,3.0466,-6.20691
14.94,101.112,0.407909,3.04488,-6.29751
14.95,101.143,0.343954,3.04315,-6.3879
14.96,101.173,0.279095,3.04143,-6.47808
14.97,101.204,0.213334,3.03971,-6.56804
14.98,101.234,0.146674,3.03799,-6.65777
14.99,101.265,0.0791162,3.03628,-6.74728
15,101.295,0.0106633,3.03456,-6.83657
15.01,101.325,0,3.03285,5.88678
15.02,101.356,0.0578878,3.03114,5.78255
15.03,101.386,0.114733,3.02943,5.67854
15.04,101.416,0.170539,3.02772,5.57474
15.05,101.446,0.225306,3.02602,5.47116
15.06,101.477,0.279038,3.02431,5.36779
15.07,101.507,0.331736,3.02261,5.26463
15.08,101.537,0.383402,3.02091,5.16166
15.09,101.567,0.434039,3.01921,5.05889
15.1,101.598,0.483647,3.01752,4.95632
15.11,101.628,0.532231,3.01583,4.85393
15.12,101.658,0.57979,3.01413,4.75172
15.13,101.688,0.626327,3.01244,4.64969
15.14,101.718,0.671844,3.01076,4.54784
15.15,101.748,0.716342,3.00907,4.44615
15.16,101.778,0.759824,3.00739,4.34464
15.17,101.808,0.80229,3.0057,4.24328
15.18,101.839,0.843743,3.00402,4.14209
15.19,101.869,0.884184,3.00234,4.04105
15.2,101.899,0.923614,3.00067,3.94015
15.21,101.929,0.962036,2.99899,3.83941
15.22,101.959,0.99945,2.99732,3.7388
15.23,101.989,1.03586,2.99565,3.63834
15.24,102.019,1.07126,2.99398,3.53801
15.25,102.048,1.10566,2.99231,3.43781
15.26,102.078,1.13906,2.99065,3.33773
15.27,102.108,1.17146,2.98898,3.23778
15.28,102.138,1.20285,2.98732,3.13795
15.29,102.168,1.23325,2.98566,3.03823
15.3,102.198,1.26266,2.984,2.93862
15.31,102.228,1.29106,2.98235,2.83912
15.32,102.258,1.31847,2.98069,2.73972
15.33,102.287,1.34489,2.97904,2.64042
15.34,102.317,1.37032,2.97739,2.54122
15.35,102.347,1.39475,2.97574,2.44211
15.36,102.377,1.41819,2.97409,2.34309
15.37,102.406,1.44064,2.97245,2.24415
15.38,102.436,1.4621,2.97081,2.14529
15.39,102.466,1.48257,2.96916,2.04651
15.4,102.496,1.50206,2.96752,1.94781
15.41,102.525,1.52056,2.96589,1.84917
15.42,102.555,1.53807,2.96425,1.7506
15.43,102.585,1.55459,2.96262,1.65209
15.44,102.614,1.57014,2.96098,1.55364
15.45,102.644,1.58469,2.95935,1.45525
15.46,102.673,1.59826,2.95772,1.35691
15.47,102.703,1.61085,2.9561,1.25861
15.48,102.733,1.62246,2.95447,1.16036
15.49,102.762,1.63308,2.95285,1.06215
15.5,102.792,1.64273,2.95123,0.963979
15.51,102.821,1.65138,2.94961,0.865839
15.52,102.851,1.65906,2.94799,0.76773
15.53,102.88,1.66576,2.94637,0.669646
15.54,102.91,1.67148,2.94476,0.571586
15.55,102.939,1.67621,2.94314,0.473544
15.56,102.968,1.67997,2.94153,0.375518
15.57,102.998,1.68274,2.93992,0.277503
15.58,103.027,1.68454,2.93832,0.179497
15.59,103.057,1.68535,2.93671,0.081496
15.6,103.086,1.68519,2.93511,-0.0165039
15.61,103.115,1.68404,2.9335,-0.114501
15.62,103.145,1.68192,2.9319,-0.212493
15.63,103.174,1.67881,2.9303,-0.310475
15.64,103.203,1.67473,2.92871,-0.408444
15.65,103.233,1.66966,2.92711,-0.506396
15.66,103.262,1.66362,2.92552,-0.604328
15.67,103.291,1.6566,2.92393,-0.702237
15.68,103.32,1.64859,2.92234,-0.800118
15.69,103.35,1.63961,2.92075,-0.897968
15.7,103.379,1.62965,2.91916,-0.995783
15.71,103.408,1.61872,2.91758,-1.09356
15.72,103.437,1.6068,2.91599,-1.1913
15.73,103.466,1.59391,2.91441,-1.28899
15.74,103.495,1.58004,2.91283,-1.38663
15.75,103.525,1.56519,2.91125,-1.48422
15.76,103.554,1.54937,2.90968,-1.58175
15.77,103.583,1.53257,2.9081,-1.67923
15.78,103.612,1.5148,2.90653,-1.77664
15.79,103.641,1.49605,2.90496,-1.87399
15.8,103.67,1.47633,2.90339,-1.97126
15.81,103.699,1.45564,2.90182,-2.06847
15.82,103.728,1.43398,2.90025,-2.1656
15.83,103.757,1.41134,2.89869,-2.26264
15.84,103.786,1.38773,2.89713,-2.35961
15.85,103.815,1.36316,2.89556,-2.45648
15.86,103.844,1.33761,2.89401,-2.55327
15.87,103.873,1.3111,2.89245,-2.64996
15.88,103.902,1.28362,2.89089,-2.74656
15.89,103.931,1.25517,2.88934,-2.84305
15.9,103.96,1.22576,2.88778,-2.93944
15.91,103.989,1.19539,2.88623,-3.03573
15.92,104.017,1.16405,2.88468,-3.1319
15.93,104.046,1.13175,2.88314,-3.22796
15.94,104.075,1.09849,2.88159,-3.3239
15.95,104.104,1.06427,2.88005,-3.41972
15.96,104.133,1.0291,2.8785,-3.51542
15.97,104.161,0.992963,2.87696,-3.61099
15.98,104.19,0.955873,2.87542,-3.70644
15.99,104.219,0.917829,2.87388,-3.80174
16,104.248,0.878831,2.87235,-3.89691
16.01,104.276,0.838882,2.87081,-3.99195
16.02,104.305,0.797983,2.86928,-4.08683
16.03,104.334,0.756134,2.86775,-4.18158
16.04,104.363,0.713339,2.86622,-4.27617
16.05,104.391,0.669597,2.86469,-4.37061
16.06,104.42,0.624911,2.86316,-4.4649
16.07,104.448,0.579282,2.86164,-4.55903
16.08,104.477,0.532712,2.86012,-4.65299
16.09,104.506,0.485202,2.8586,-4.74679
16.1,104.534,0.436754,2.85708,-4.84043
16.11,104.563,0.38737,2.85556,-4.93389
16.12,104.591,0.337051,2.85404,-5.02718
16.13,104.62,0.285799,2.85253,-5.1203
16.14,104.648,0.233616,2.85101,-5.21323
16.15,104.677,0.180504,2.8495,-5.30598
16.16,104.705,0.126464,2.84799,-5.39855
16.17,104.734,0.0714982,2.84648,-5.49093
16.18,104.762,0.0156089,2.84497,-5.58312
16.19,104.791,0,2.84347,4.82385
16.2,104.819,0.0472585,2.84196,4.7217
16.21,104.848,0.0934955,2.84046,4.61972
16.22,104.876,0.138713,2.83896,4.51792
16.23,104.904,0.182912,2.83746,4.41628
16.24,104.933,0.226095,2.83597,4.31482
16.25,104.961,0.268263,2.83447,4.21351
16.26,104.99,0.309418,2.83298,4.11236
16.27,105.018,0.349562,2.83148,4.01136
16.28,105.046,0.388695,2.82999,3.91051
16.29,105.075,0.42682,2.8285,3.80981
16.3,105.103,0.463938,2.82701,3.70925
16.31,105.131,0.500051,2.82553,3.60882
16.32,105.159,0.535159,2.82404,3.50853
